tick,timestamp,app_count,elta_total_supply,fees_collected_total,gas_total
0,1700008601,3,77000000000000000000000000,0,0
1,1700010401,3,77000000000000000000000000,0,971727
1,1700012201,3,77000000000000000000000000,0,971727
